0.000000000000000000e+00 1.200000000000000000e+03 5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.621531857530908954e-15 1.199999999999915417e+03 4.999999999997783301e-02 1.492181718642976426e-33 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.830038872548817555e-46 1.369350863462164316e-14 1.676823565726701875e-26 8.472982529615058178e-15 1.014571325472323597e-40 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 0.000000000000000000e+00 6.249493914701245129e-28 0.000000000000000000e+00 0.000000000000000000e+00 2.224535568914326313e-35 0.000000000000000000e+00 0.000000000000000000e+00
1.621694010716662277e-11 1.199999999153175168e+03 4.999999977831293130e-02 1.486604934870746865e-21 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.660162028363617584e-34 1.369487743245895039e-10 1.676993356702371469e-18 8.473829593299982586e-11 1.010779530323205728e-24 0.000000000000000000e+00 0.000000000000000000e+00 4.004075338356001278e-85 3.730548565053092176e-66 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 0.000000000000000000e+00 6.249006511925065796e-20 0.000000000000000000e+00 0.000000000000000000e+00 2.224362075696903459e-23 0.000000000000000000e+00 0.000000000000000000e+00
1.783701258602575116e-10 1.199999990685773810e+03 4.999999756166428888e-02 7.595470715573474326e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.089524861152613516e-27 1.506299213800295680e-09 1.302425358525755827e-16 9.320363690590541153e-10 3.447279199122261820e-21 0.000000000000000000e+00 0.000000000000000000e+00 4.305455833230834200e-69 6.017011686062804577e-51 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 0.000000000000000000e+00 4.848039904038670494e-18 0.000000000000000000e+00 0.000000000000000000e+00 1.160093349922864599e-20 0.000000000000000000e+00 0.000000000000000000e+00
5.200990010623273654e-10 1.199999972841193767e+03 4.999999289020173876e-02 1.201247483996853182e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.927268259074814209e-25 4.392127814847562707e-09 9.329546714501387951e-16 2.717669476272147971e-09 1.192830891787574019e-19 0.000000000000000000e+00 0.000000000000000000e+00 1.877422888592965543e-60 1.232678375068669328e-42 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 0.000000000000000000e+00 3.466711632523847742e-17 0.000000000000000000e+00 0.000000000000000000e+00 1.886886490175899525e-19 0.000000000000000000e+00 0.000000000000000000e+00
1.162874205456397889e-09 1.199999939276417535e+03 4.999998410341766758e-02 1.091937772346535474e-16 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.934953977308742638e-23 9.820222900854577995e-09 4.435462777556485979e-15 6.076354732424147280e-09 2.122827090517319844e-18 0.000000000000000000e+00 0.000000000000000000e+00 1.402639042888443986e-53 2.859427111266522787e-39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 0.000000000000000000e+00 1.642385759342891315e-16 0.000000000000000000e+00 0.000000000000000000e+00 1.798833294063017969e-18 0.000000000000000000e+00 0.000000000000000000e+00
2.310354010403397647e-09 1.199999879356712427e+03 4.999996841730805497e-02 7.343119689631911733e-16 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.853147253907047984e-22 1.951041576622564073e-08 1.724798874989169244e-14 1.207225752722464133e-08 2.643036431264132297e-17 0.000000000000000000e+00 0.000000000000000000e+00 1.087149826470920194e-49 4.502000886216893468e-37 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 0.000000000000000000e+00 6.341629896045820792e-16 0.000000000000000000e+00 0.000000000000000000e+00 1.307586486138430150e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.301864936577056681e-09 1.199999775362952278e+03 4.999994119331791637e-02 4.016077810559480637e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.278861344827520493e-21 3.632818455834573412e-08 5.979216891363341056e-14 2.247843107464235608e-08 2.593792735507816773e-16 0.000000000000000000e+00 0.000000000000000000e+00 5.334275136838478774e-47 3.745219096121369699e-35 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 0.000000000000000000e+00 2.167171624883220753e-15 0.000000000000000000e+00 0.000000000000000000e+00 8.076270055740285341e-17 0.000000000000000000e+00 0.000000000000000000e+00
6.293375862750715714e-09 1.199999671369192583e+03 4.999991396941418781e-02 1.083760050924863754e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.325841377208797245e-20 5.314587101182919244e-08 1.285625008352138305e-13 3.288456928882164301e-08 9.403640990762369887e-16 0.000000000000000000e+00 0.000000000000000000e+00 3.856860241039684853e-45 5.770597318111053034e-34 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 0.000000000000000000e+00 4.597109707114908006e-15 0.000000000000000000e+00 0.000000000000000000e+00 2.373063127988286735e-16 0.000000000000000000e+00 0.000000000000000000e+00
9.291328751385340607e-09 1.199999514820487093e+03 4.999987298763098470e-02 2.956045523665441171e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.022644334636998121e-20 7.846249164478404404e-08 2.835228511613761374e-13 4.854954951559424876e-08 3.702562689877752066e-15 0.000000000000000000e+00 0.000000000000000000e+00 6.653131631464149271e-43 1.227370124258618428e-32 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 0.000000000000000000e+00 9.899180381308813317e-15 0.000000000000000000e+00 0.000000000000000000e+00 7.389021294554902859e-16 0.000000000000000000e+00 0.000000000000000000e+00
