0.000000000000000000e+00 1.452000000000000000e+03 9.799999999999999822e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-02
1.893696249215482435e-15 1.451999999999746024e+03 9.799999999999845501e-01 0.000000000000000000e+00 7.137103718840546413e-17 6.486115472430471634e-25 2.487711642500613680e-74 6.005112093636752822e-53 9.291704771440952533e-32 9.386436811699076074e-37 3.100200827020974250e-14 1.705725807370537520e-24 1.670768245960847951e-66 1.633173229645946809e-46 5.947336701580484478e-39 2.981318573793358067e-41 1.459593261966620646e-24 7.137103727216775043e-17 1.999999999998411382e-02
1.893885618840403951e-11 1.451999997460280611e+03 9.799999998473752916e-01 0.000000000000000000e+00 7.138628195151273860e-13 6.487500887320697580e-17 5.149790034673059930e-58 1.242802226533389185e-40 9.881435095298549342e-24 9.348670173877685024e-25 3.100508976575131242e-10 1.705895367391305289e-16 1.670686454925587554e-46 1.633093279042119245e-30 5.947044686989744622e-27 2.981896981809811020e-29 1.459922107657316792e-16 7.138711747050106907e-13 1.999999984114565754e-02
2.083084811099522829e-10 1.451999972065582369e+03 9.799999983212721588e-01 0.000000000000000000e+00 7.857186510069887120e-12 5.041469882395955436e-15 1.575631913411511189e-45 5.948547366697780385e-33 1.214936432356191730e-21 7.401919669281767581e-22 3.410237381633121620e-09 1.324793762233459529e-14 1.807167150061951581e-41 5.686793373240274795e-27 3.102127093369022731e-24 1.844305559596514107e-26 1.134587451705121573e-14 7.857825636780540030e-12 1.999999825274575982e-02
3.976781060315005328e-10 1.451999946670823874e+03 9.799999967951568136e-01 0.000000000000000000e+00 1.500773050326880472e-11 1.579289792628456166e-14 1.057254946807392090e-43 4.093376890324932042e-32 4.729608354381638140e-21 3.642814764293834234e-21 6.510407232533443622e-09 4.148716159506143565e-14 1.276689287701393103e-40 3.278410775125338723e-26 1.376407412598834676e-23 8.854209609577412306e-26 3.554318871493881304e-14 1.500971708307684425e-11 1.999999666432541665e-02
5.870477309530487310e-10 1.451999921275999895e+03 9.799999952690289229e-01 0.000000000000000000e+00 2.216610297348511517e-11 3.280623051483364710e-14 1.040665403665566639e-42 1.996741425125217972e-31 1.182987277389318985e-20 1.033142136395358073e-20 9.610559064522077193e-09 8.615166967208075158e-14 8.114177952190822504e-40 1.101310911053493475e-25 3.730669959372117273e-23 2.642143807719620190e-25 7.383546405520543297e-14 2.217019616531231633e-11 1.999999507588293493e-02
7.764173558745969808e-10 1.451999895881108841e+03 9.799999937428872654e-01 0.000000000000000000e+00 2.933251445669279541e-11 5.624869424305498864e-14 6.825144394135572817e-42 6.687351526316009528e-31 2.385651928590060980e-20 2.244569483018181080e-20 1.271069241519108263e-08 1.476625300655609907e-13 3.444515483619812310e-39 2.813172937250373011e-25 7.939912640262831172e-23 6.139687055122121469e-25 1.266005358128509066e-13 2.933947326791698112e-11 1.999999348741771099e-02
1.160262337941143283e-09 1.451999844406427883e+03 9.799999906494152313e-01 0.000000000000000000e+00 4.388355250971699423e-11 1.237484636551210706e-13 9.756171641685596880e-41 4.428113601297103691e-30 7.130622679041867965e-20 7.223659747259646607e-20 1.899448673461516525e-08 3.245996235752079873e-13 3.220594385127274435e-38 1.306815500528687485e-24 2.538317449351019701e-22 2.351059375218477356e-24 2.785451967219739228e-13 4.389855850470176230e-11 1.999999026758897402e-02
1.838297096623398340e-09 1.451999753479391984e+03 9.799999851848812948e-01 0.000000000000000000e+00 6.966904418456765418e-11 3.086047799818378122e-13 1.939021568066571227e-39 4.091363341253791022e-29 2.707774572133155440e-19 2.777740271031619290e-19 3.009417304856420744e-08 8.082663449228340237e-13 4.600943923604712350e-37 8.303814906086536554e-24 1.001219416689895429e-21 1.202102048727264158e-23 6.947309566047730957e-13 6.970505728857133410e-11 1.999998457976020008e-02
2.898501731918265262e-09 1.451999611300154356e+03 9.799999766399459800e-01 0.000000000000000000e+00 1.101997311842010487e-10 7.664554318564675152e-13 9.318414854929964233e-38 4.525155148757490770e-28 1.061870254084323283e-18 1.024673415255459253e-18 4.744964444350381452e-08 2.002692378790007452e-12 1.080295051038141032e-35 5.113894826419702149e-23 3.900091753701063960e-21 6.305107752526786400e-23 1.725772748906423810e-12 1.102837863695440832e-10 1.999997568543108312e-02
