0.000000000000000000e+00 1.200000000000000000e+03 5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01
2.190652077237454301e-15 1.199999999999911324e+03 4.999999999997808281e-02 1.320821185311588981e-16 2.419412761485424763e-17 2.847393372867580516e-29 3.910637616603712030e-15 1.501227064969564316e-29 4.692732636148662880e-16 4.416759879602365617e-15 1.222058670346517827e-15 1.013600504647802449e-14 0.000000000000000000e+00 0.000000000000000000e+00 6.582113806835068485e-29 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.903488349436135412e-16 4.788796273971434241e-38 9.939426328034536064e-39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.376828464182248309e-32 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.667909420541243689e-43 1.321882783221991914e-15 0.000000000000000000e+00 1.696239450343630618e-62 1.905108264568737329e-38 0.000000000000000000e+00 0.000000000000000000e+00 1.957471807168253621e-29 1.468864138553398124e-32 0.000000000000000000e+00 9.499999999999999556e-01
2.190871142445177986e-11 1.199999999114005504e+03 4.999999978074375073e-02 1.320992006938737675e-12 2.420204489425907689e-13 2.848382184573658946e-21 3.911059419200209573e-11 1.501950128658164474e-21 4.693238796234592282e-12 4.417241126649276842e-11 1.222191824982455197e-11 1.013709831866809770e-10 0.000000000000000000e+00 0.000000000000000000e+00 6.582860978635378447e-21 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.903770538736001062e-12 2.418260836963177307e-26 9.916651613936560398e-27 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.669863989797962875e-24 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.717892965547081395e-31 1.322032845396766833e-11 0.000000000000000000e+00 3.393465483044328734e-50 1.905489349777306650e-26 0.000000000000000000e+00 0.000000000000000000e+00 1.967680644208966370e-21 1.635018193488058737e-24 0.000000000000000000e+00 9.499999999999999556e-01
1.113603843442289428e-10 1.199999995496526935e+03 4.999999888551519278e-02 6.714936780264932925e-12 1.230783460077257569e-12 4.616082991045638931e-20 1.987997184097351598e-10 2.436039070000267236e-20 2.385580098438556519e-11 2.245295476908200979e-10 6.212433729075855147e-11 5.152701800275427317e-10 0.000000000000000000e+00 0.000000000000000000e+00 1.066317121188463839e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.475956343653824071e-11 1.760968406714130791e-24 7.178354873801564639e-25 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.083662829682081906e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.590347872393489050e-29 6.719995343170003310e-11 0.000000000000000000e+00 3.809071656439788093e-44 1.386183403851320600e-24 0.000000000000000000e+00 0.000000000000000000e+00 3.243779596519382295e-20 3.586336689558746631e-23 0.000000000000000000e+00 9.499999999999999556e-01
2.008120572640061122e-10 1.199999991879011077e+03 4.999999799025831720e-02 1.210945570256392216e-11 2.220361297595486919e-12 1.317466286305675318e-19 3.584933983557223836e-10 6.957044590942091670e-20 4.301890987052017927e-11 4.048925488460290936e-10 1.120283790221664770e-10 9.291811848139368841e-10 0.000000000000000000e+00 0.000000000000000000e+00 3.042425734633702767e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.661523540358052253e-11 7.886438784280876264e-24 3.206125166342270189e-24 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.436716261070513796e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.868855966122927305e-28 1.211822274493265393e-10 0.000000000000000000e+00 2.310897506046461327e-43 6.204648763301900874e-24 0.000000000000000000e+00 0.000000000000000000e+00 9.372993650667902843e-20 1.218961119711770370e-22 0.000000000000000000e+00 9.499999999999999556e-01
2.902637301837832558e-10 1.199999988261454746e+03 4.999999709497076478e-02 1.750459661224276906e-11 3.210821855181832661e-12 2.631698516010628186e-19 5.181920136151913224e-10 1.390585485430644500e-19 6.218261101075249524e-11 5.852619033840677360e-10 1.619341786472834066e-10 1.343104981387585034e-09 0.000000000000000000e+00 0.000000000000000000e+00 6.075503881358866571e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.847077636367607564e-11 2.153083321506423445e-23 8.728078139245743723e-24 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.558255172713247958e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.886945285257874894e-28 1.751673712212034911e-10 0.000000000000000000e+00 8.543428197388867182e-43 1.693091734981972587e-23 0.000000000000000000e+00 0.000000000000000000e+00 1.895478685849857061e-19 2.828865838383289957e-22 0.000000000000000000e+00 9.499999999999999556e-01
4.331067097783761788e-10 1.199999982484589509e+03 4.999999566524445521e-02 2.612128286697872377e-11 4.794349732436894026e-12 5.712204264925926032e-19 7.732210087402147787e-10 3.021678839038797822e-19 9.278587858763586244e-11 8.733024811362015975e-10 2.416311725902204586e-10 2.004116159840771619e-09 0.000000000000000000e+00 0.000000000000000000e+00 1.317978621295242133e-18 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.740229185217560781e-11 6.894161836322054936e-23 2.778066659448476855e-23 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.906186852689975268e-21 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.526021494046000609e-27 2.613809385449061511e-10 0.000000000000000000e+00 4.034770995288417716e-42 5.415150872708960992e-23 0.000000000000000000e+00 0.000000000000000000e+00 4.202995907062214559e-19 7.649646862858567206e-22 0.000000000000000000e+00 9.499999999999999556e-01
6.711715446419822989e-10 1.199999972856518525e+03 4.999999328225519096e-02 4.048566888630482101e-11 7.438670849751087232e-12 1.354772672912781318e-18 1.198286177558075923e-09 7.180360882969157003e-19 1.437933460035729367e-10 1.353393710266804626e-09 3.744660254908389199e-10 3.105845113806689227e-09 0.000000000000000000e+00 0.000000000000000000e+00 3.122784255012815891e-18 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.895314744976444075e-11 2.559857989110860234e-22 1.020011933370579236e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.621085734303928488e-21 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.682700294047249879e-27 4.050829657186390947e-10 0.000000000000000000e+00 2.330884837120350491e-41 2.006292244842619858e-22 0.000000000000000000e+00 0.000000000000000000e+00 1.033587802985192432e-18 2.439447142411500457e-21 0.000000000000000000e+00 9.499999999999999556e-01
1.078221334007478677e-09 1.199999956393490493e+03 4.999998920723242729e-02 6.505688129177527744e-11 1.197503419258192153e-11 3.480749765793158904e-18 1.925158306983884127e-09 1.850954483012864825e-18 2.310173991766921363e-10 2.174375054221839855e-09 6.016206357311554616e-10 4.989829332937568203e-09 0.000000000000000000e+00 0.000000000000000000e+00 8.009244777873703501e-18 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.428974356553293859e-10 1.075374234355594838e-21 4.200366524278394688e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.936596874382665085e-20 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.473569982761836609e-26 6.508375004017302192e-10 0.000000000000000000e+00 1.583152902300388940e-40 8.395622228748185220e-22 0.000000000000000000e+00 0.000000000000000000e+00 2.820011975833674432e-18 9.065650263428145154e-21 0.000000000000000000e+00 9.499999999999999556e-01
1.782474085531600491e-09 1.199999927908110521e+03 4.999998215531898521e-02 1.076000734070209724e-10 1.986838764448520925e-11 9.517877907645347486e-18 3.182998746218239721e-09 5.090390989606854689e-18 3.819572142116305919e-10 3.595109516631108368e-09 9.947189506894369772e-10 8.250033484467495460e-09 0.000000000000000000e+00 0.000000000000000000e+00 2.183395388616539348e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.362219061890441040e-10 4.955137736787976496e-21 1.870101751825575229e-21 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.635134039959616484e-20 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.226900039744585237e-25 1.076172715104879278e-09 0.000000000000000000e+00 1.211074290299397717e-39 3.843595086739884836e-21 0.000000000000000000e+00 0.000000000000000000e+00 8.492450379147632877e-18 3.808447991231505714e-20 0.000000000000000000e+00 9.499999999999999556e-01
